,episode,reward
1065,1065,1521.904818382026
1066,1066,788.4565302609126
1067,1067,-2041.3996238889538
1068,1068,-2038.7438410066188
1069,1069,1964.3474309336052
1070,1070,3564.9322557878386
1071,1071,2708.8875880576757
1072,1072,4648.633099631678
1073,1073,1693.6117507648958
1074,1074,44.73125043401069
1075,1075,8100.121044164888
1076,1076,7478.267647412199
1077,1077,3131.4948551132957
1078,1078,8112.836577103026
1079,1079,8912.568533503929
1080,1080,5397.477428488346
1081,1081,4247.5225737317605
1082,1082,1135.2945956859958
1083,1083,10498.654579442098
1084,1084,-27.51922158160096
1085,1085,3765.5308844404008
1086,1086,2371.8308231864603
1087,1087,-44.393116301556574
1088,1088,-243.5582524421743
1089,1089,9574.264697956742
1090,1090,3915.6473613807834
1091,1091,-1230.2577383122748
1092,1092,8358.34011809313
1093,1093,3522.8236230087514
1094,1094,8831.71353806567
1095,1095,3816.0928834389747
1096,1096,7313.0705338150265
1097,1097,24.417890183101008
1098,1098,-2077.2562740336502
1099,1099,-2851.070550089404
1100,1100,-2222.2122862382016
1101,1101,6292.444842534704
1102,1102,-7420.157843006282
1103,1103,5512.83962073173
1104,1104,9456.81885426852
1105,1105,1162.5795880540763
1106,1106,6190.587209656533
1107,1107,-252.45040037705212
1108,1108,-624.1822720382361
1109,1109,-2307.743927921415
1110,1110,-2433.3037376340494
1111,1111,5439.0022671752795
1112,1112,-670.2766408973046
1113,1113,7577.460679624559
1114,1114,-407.0452560641129
1115,1115,795.628077332025
1116,1116,2783.852238193793
1117,1117,-1126.7079243718892
1118,1118,2781.382200184038
1119,1119,3864.277534310937
1120,1120,4068.8271010017515
1121,1121,8365.869647827034
1122,1122,5932.862413215862
1123,1123,4428.642875580423
1124,1124,7135.751764829957
1125,1125,4092.6248044442127
1126,1126,1503.523565509961
1127,1127,2941.2206319548086
1128,1128,910.8663266581507
1129,1129,-454.54201208024006
1130,1130,-246.94523204598954
1131,1131,8626.80625055902
1132,1132,-114.463232041413
1133,1133,8062.621505086603
1134,1134,-127.18657025681341
1135,1135,5750.1955324708715
1136,1136,2535.045562219689
1137,1137,-456.8129149549952
1138,1138,-3462.876824386363
1139,1139,-4954.019623149039
1140,1140,1795.819513505733
1141,1141,-66.5049246438482
1142,1142,1689.2217276515617
1143,1143,10113.00944613627
1144,1144,10930.540756116168
1145,1145,8672.687773611067
1146,1146,-1918.5657360702162
1147,1147,-45.41813643082992
1148,1148,6625.4459170263435
1149,1149,4590.234266103824
1150,1150,8312.660993495885
1151,1151,2580.2958616870505
1152,1152,8949.8438534546
1153,1153,-2776.6767643177595
1154,1154,3784.743682613041
1155,1155,9189.133310483818
1156,1156,8441.234197826354
1157,1157,-279.24528781856816
1158,1158,851.9812077707634
1159,1159,-1346.0695549310174
1160,1160,833.2912379499599
1161,1161,1820.7964210079801
1162,1162,8305.687177417945
1163,1163,1806.4844816750428
1164,1164,6099.329910632228
1165,1165,9341.960960975983
1166,1166,-179.13630300032196
1167,1167,-2016.348439370125
1168,1168,-143.87727053556614
1169,1169,4709.635858912679
1170,1170,5331.397141197404
1171,1171,871.2003322330047
1172,1172,953.3505271273002
1173,1173,692.9983116048011
1174,1174,1503.8996789833468
1175,1175,3219.8553510764286
1176,1176,9210.484791914649
1177,1177,1108.0160309150583
1178,1178,1213.5774319236684
1179,1179,10302.508973309086
1180,1180,10904.095752373194
1181,1181,6912.339374293001
1182,1182,1324.2099742394962
1183,1183,-2971.661276487156
1184,1184,2370.771959039803
1185,1185,62.37479019703687
1186,1186,1319.8523618928657
1187,1187,7403.057165131012
1188,1188,-78.15225847340298
1189,1189,6472.734891075577
1190,1190,87.80189388434837
1191,1191,4643.4926925902255
1192,1192,4586.18671392563
1193,1193,4812.761398900178
1194,1194,9143.484026798593
1195,1195,4012.714303001842
1196,1196,5050.8275043542235
1197,1197,10730.060780335363
1198,1198,9161.988804105731
1199,1199,9872.498942391941
1200,1200,7238.042734154899
1201,1201,-156.18632594292467
1202,1202,-543.8880454577159
1203,1203,1128.9008958567506
1204,1204,6970.866291752964
1205,1205,-220.20622355358546
1206,1206,324.0740272234916
1207,1207,161.7663483372944
1208,1208,-220.06772162200286
1209,1209,2035.0199995207495
1210,1210,34.015142184763135
1211,1211,10571.366208630916
1212,1212,4022.7937815808973
1213,1213,-2522.653753645799
1214,1214,-572.3469873590241
1215,1215,1943.6032551771568
1216,1216,825.3382199301559
1217,1217,-3754.8785831440964
1218,1218,7589.864259951227
1219,1219,-92.42819612245671
1220,1220,2931.756928775635
1221,1221,-1033.0853053645567
1222,1222,4209.797795930371
1223,1223,-86.78509171606697
1224,1224,4175.613848736307
1225,1225,-663.8591615845064
1226,1226,-436.8744099491614
1227,1227,4708.120728479534
1228,1228,6873.448603634355
1229,1229,4048.871823026374
1230,1230,-2890.8696308456106
1231,1231,-896.7326599282883
1232,1232,-119.96783048443945
1233,1233,4861.68858296486
1234,1234,9829.040365117311
1235,1235,6462.568566252881
1236,1236,9893.093174699918
1237,1237,11917.245874313057
1238,1238,8524.474222938341
1239,1239,5458.407882647792
1240,1240,2861.140531071489
1241,1241,-516.612622119126
1242,1242,4266.992302960604
1243,1243,5769.3243560528135
1244,1244,6314.852342263707
1245,1245,6598.675859467014
1246,1246,2029.392884816813
1247,1247,674.2154052827841
1248,1248,-1151.2775798363573
1249,1249,1636.4411268079502
1250,1250,3580.9570368844925
1251,1251,5007.961866276962
1252,1252,-2879.009720054089
1253,1253,4279.247954757199
1254,1254,4012.593049587007
1255,1255,-874.5530096315749
1256,1256,597.5535703567857
1257,1257,3078.754571675634
1258,1258,2060.17940952749
1259,1259,7058.236047554209
1260,1260,6830.455297223577
1261,1261,5625.67734432471
1262,1262,7357.782990108878
1263,1263,7064.21147915602
1264,1264,885.6578954837978
1265,1265,-888.0346094893498
1266,1266,2076.452885914238
1267,1267,1049.5482269447975
1268,1268,1036.3665796746004
1269,1269,2905.2081803167803
1270,1270,1927.9718159492986
1271,1271,-941.6919936810364
1272,1272,-2237.977307383626
1273,1273,-1538.3646423608081
1274,1274,-191.25854323084036
1275,1275,3255.8162560566134
1276,1276,11251.674353372924
1277,1277,2759.662580294261
1278,1278,-1561.343198882807
1279,1279,10608.07589731965
1280,1280,9620.072122826077
1281,1281,-2199.445675927565
1282,1282,-222.84229066883927
1283,1283,-0.22954998605109722
1284,1284,6820.105686397921
1285,1285,2694.30030218871
1286,1286,-506.0402598365381
1287,1287,3.0439318521134737
1288,1288,6464.357786114223
1289,1289,-2872.7837925667664
1290,1290,-2089.4024794383363
1291,1291,5611.83242480375
1292,1292,9439.193646055264
1293,1293,7663.730545426832
1294,1294,8508.811001755792
1295,1295,7016.076324834793
1296,1296,2515.2102126409036
1297,1297,-1449.9103831342597
1298,1298,6152.045719896596
1299,1299,366.434433346511
1300,1300,8959.635001963907
1301,1301,1411.2816859670365
1302,1302,5301.259570892549
1303,1303,2663.8356294614705
1304,1304,8289.820264135462
1305,1305,9554.521000104625
1306,1306,11447.615305704532
1307,1307,5079.123409429751
1308,1308,6764.907697235976
1309,1309,8779.192514061962
1310,1310,-528.005579692745
1311,1311,6429.577064104467
1312,1312,1398.504272250591
1313,1313,-663.4056924917886
1314,1314,9370.267831038644
1315,1315,3370.840667217896
1316,1316,4900.034371472414
1317,1317,7207.197760604079
1318,1318,2876.9159001722583
1319,1319,803.0072199817332
1320,1320,8982.10441840133
1321,1321,7481.883570456439
1322,1322,6778.339427992667
1323,1323,-139.6934869761992
1324,1324,6140.407540871595
1325,1325,10100.568278381415
1326,1326,4345.6770706960715
1327,1327,-2556.7602460819157
1328,1328,-2298.4758845702836
1329,1329,-2031.6327066306628
1330,1330,-2712.0156521551908
1331,1331,-2001.4934830078512
1332,1332,-2025.3366978139015
1333,1333,-2591.5989183667225
1334,1334,3877.05579270481
1335,1335,7542.189399442309
1336,1336,1288.0575226170226
1337,1337,-1352.1644037409244
1338,1338,7704.5515395849725
1339,1339,732.2737751264413
1340,1340,777.354480912551
1341,1341,4334.14420398865
1342,1342,4343.837314216502
1343,1343,2586.76381303354
1344,1344,1917.5355902442752
1345,1345,1526.3187717256424
1346,1346,-516.4353033461107
1347,1347,1013.9017121191246
1348,1348,-319.78136997599336
1349,1349,3493.9393700721594
1350,1350,11510.036915897
1351,1351,4982.252975576246
1352,1352,-844.000779944452
1353,1353,10773.122365389823
1354,1354,1694.3447582265494
1355,1355,8319.984245701293
1356,1356,3976.372579787837
1357,1357,3956.568066014692
1358,1358,1340.2412223475503
1359,1359,7039.542671625043
1360,1360,4424.931828440978
1361,1361,314.03596696825707
1362,1362,-244.0463680524647
1363,1363,3696.9705034316758
1364,1364,7586.318865550005
1365,1365,3239.3213846562176
1366,1366,10344.67991862114
1367,1367,2822.6478732019204
1368,1368,5593.102963172582
1369,1369,10704.413137194475
1370,1370,278.2571507651528
1371,1371,955.8362019583283
1372,1372,6319.147769432669
1373,1373,9498.20694857006
1374,1374,89.55098495735638
1375,1375,-2375.4004721528054
1376,1376,-1350.2127554513984
1377,1377,1188.8775728066594
1378,1378,-196.99176149576692
1379,1379,8209.839170524661
1380,1380,2163.556126822128
1381,1381,6663.1611750439815
1382,1382,13211.910859365373
1383,1383,72.28795263286611
1384,1384,853.8044577898756
1385,1385,-2272.912523808304
1386,1386,942.5546638742526
1387,1387,-489.1873265177005
1388,1388,10625.14256754993
1389,1389,7254.35961198744
1390,1390,6835.083142802325
1391,1391,1738.4346627923296
1392,1392,6261.3059306007
1393,1393,11.248787193284443
1394,1394,-2198.7697240202665
1395,1395,11081.7105935815
1396,1396,1163.6442436425086
1397,1397,4248.679431876329
1398,1398,1606.9068328052585
1399,1399,7221.360128443541
1400,1400,-2312.51024311694
1401,1401,-3229.6631750083234
1402,1402,-2496.5289527591262
1403,1403,4761.159735041907
1404,1404,1819.5400508622051
1405,1405,6438.5612932449985
1406,1406,-2905.9245207188706
1407,1407,3232.0775243378885
1408,1408,3952.758532319761
1409,1409,-426.3877713574668
1410,1410,4531.115883124752
1411,1411,9088.79093698942
1412,1412,-2440.698638631044
1413,1413,926.502676134739
1414,1414,-65.563462932432
1415,1415,10164.875957289501
1416,1416,11140.647840173053
1417,1417,9653.02603885627
1418,1418,7765.61416013511
1419,1419,6619.137853226892
1420,1420,4437.366377882386
1421,1421,1626.2558872512618
1422,1422,16067.880169799615
1423,1423,-299.2367698866535
1424,1424,8812.679890140485
1425,1425,2679.2593871178447
1426,1426,3331.1317517375146
1427,1427,7647.008437473917
1428,1428,8515.021253947953
1429,1429,1902.3886440603137
1430,1430,3176.0079211909815
1431,1431,4205.366085672911
1432,1432,4167.868123672287
1433,1433,6559.556811578819
1434,1434,6998.03173199041
1435,1435,-616.7209469608604
1436,1436,2410.940278719924
1437,1437,4428.880161838343
1438,1438,10807.18041645463
1439,1439,5210.7805981690835
1440,1440,2021.6886993993057
1441,1441,3776.758986629026
1442,1442,13597.302403261416
1443,1443,-450.3995301156135
1444,1444,12676.62109109539
1445,1445,7598.603028675088
1446,1446,-150.5429995889824
1447,1447,5129.625018564706
1448,1448,-2017.9212731019459
1449,1449,1312.0027308151793
1450,1450,63.9494762338536
1451,1451,88.7372787606173
1452,1452,8202.270861365829
1453,1453,-316.7078253112941
1454,1454,5751.800295260692
1455,1455,-949.2410786430764
1456,1456,6196.07924351993
1457,1457,1821.4567796758902
1458,1458,-541.6735098415893
1459,1459,-870.4027079375496
1460,1460,488.53609044445466
1461,1461,-781.316619879781
1462,1462,3293.92401664284
1463,1463,6011.914646735813
1464,1464,-1567.0144888005348
1465,1465,2246.69239489311
1466,1466,3740.4596544934748
1467,1467,3726.3573035416985
1468,1468,1147.244011584583
1469,1469,10714.123556262484
1470,1470,-424.2311797302086
1471,1471,-120.1615365716923
1472,1472,6982.163947197239
1473,1473,535.9747915471589
1474,1474,479.2564177490949
1475,1475,-155.70318589933186
1476,1476,9806.881332747473
1477,1477,1597.6727904731843
1478,1478,-1667.316840947835
1479,1479,11398.165361654117
1480,1480,-2119.6373208742207
1481,1481,5108.52755212823
1482,1482,-488.10786483149127
1483,1483,5098.101428703738
1484,1484,3677.000819741933
1485,1485,-593.9617627002981
1486,1486,7953.514640424216
1487,1487,1152.3852231262977
1488,1488,-2072.8003918020913
1489,1489,-2042.3078138508142
1490,1490,-2267.3297327955734
1491,1491,-2192.992709021549
1492,1492,-2573.6119914347337
1493,1493,-2254.349688030206
1494,1494,-3707.878106742479
1495,1495,-2056.616991779558
1496,1496,-2155.3687863293253
1497,1497,-2386.9319466682628
1498,1498,-2169.871728841175
1499,1499,-2091.2544864382544
