,x,y
0,1.1199999967238512,1.1279999975548767
1,1.1149999967238513,1.1159999975548767
2,1.1199999967238512,1.1279999975548767
3,1.1149999967238513,1.1159999975548767
4,1.1199999967238512,1.1279999975548767
5,1.1149999967238513,1.1159999975548767
6,1.114999996723275,1.1159999975801944
7,1.1099999967232752,1.1039999975801944
8,1.1099999967228915,1.1039999975801962
9,1.1049999967228916,1.0919999975801962
10,1.1049999967225117,1.0919999975548784
11,1.0999999967225118,1.0799999975548784
12,1.0999999967219318,1.0799999975548766
13,1.094999996721932,1.0679999975548766
14,1.0949999967213595,1.0679999975548748
15,1.0899999967213596,1.0559999975548748
16,1.0899999967207834,1.0559999975801926
17,1.0849999967207835,1.0439999975801926
18,1.084999996720211,1.0439999975801943
19,1.0799999967202112,1.0319999975801943
20,1.0799999967198275,1.0319999975801961
21,1.0749999967198276,1.019999997580196
22,1.9999999965464226,1.9999999975891423
23,1.9949999965464227,1.9879999975891423
24,1.9950000053198325,1.9879999973227385
25,1.9900000053198326,1.9759999973227385
26,1.9899999967495656,1.9759999975475315
27,1.9849999967495657,1.9639999975475315
28,1.9849999967803462,1.9639999975288527
29,1.9799999967803463,1.9519999975288527
30,1.97999999677994,1.9519999975288544
31,1.97499999677994,1.9399999975288544
32,1.97499999677953,1.9399999975035367
33,1.96999999677953,1.9279999975035367
34,1.9699999967791162,1.927999997503535
35,1.9649999967791163,1.915999997503535
36,1.9649999967789855,1.9159999975288526
37,1.9599999967789856,1.9039999975288526
38,1.9599999967785906,1.9039999975035349
39,1.9549999967785907,1.8919999975035349
40,1.954999996778192,1.891999997503533
41,1.949999996778192,1.879999997503533
42,1.9499999967777932,1.8799999975035313
43,1.9449999967777933,1.8679999975035313
44,1.944999996777387,1.8679999975035295
45,1.939999996777387,1.8559999975035295
46,1.9399999967769845,1.8559999975288473
47,1.9349999967769846,1.8439999975288472
48,1.9349999967765745,1.8439999975035295
49,1.9299999967765746,1.8319999975035295
50,1.9299999967761607,1.8319999975035277
51,1.9249999967761608,1.8199999975035277
52,1.9249999967757432,1.8199999975288454
53,1.9199999967757433,1.8079999975288454
54,1.9199999967753558,1.8079999975035277
55,1.914999996775356,1.7959999975035277
56,1.9149999967749685,1.7959999975288454
57,1.9099999967749686,1.7839999975288454
58,1.9099999967745773,1.7839999975288472
59,1.9049999967745774,1.7719999975288472
60,1.9049999967741824,1.7719999975035294
61,1.8999999967741825,1.7599999975035294
62,1.8999999967737837,1.7599999975035276
63,1.8949999967737838,1.7479999975035276
64,1.8949999967733813,1.7479999975288454
65,1.8899999967733814,1.7359999975288454
66,1.8899999967729788,1.7359999975035276
67,1.884999996772979,1.7239999975035276
68,1.8849999967725726,1.7239999975035258
69,1.8799999967725727,1.7119999975035258
70,1.8799999967721626,1.7119999975288436
71,1.8749999967721627,1.6999999975288436
72,1.8749999967717488,1.6999999975288453
73,1.8699999967717489,1.6879999975288453
74,1.8699999967713312,1.6879999975035276
75,1.8649999967713313,1.6759999975035276
76,1.8649999967709439,1.6759999975288453
77,1.859999996770944,1.6639999975288453
78,1.8599999967705565,1.6639999975035276
79,1.8549999967705566,1.6519999975035276
80,1.8549999967701654,1.6519999975035258
81,1.8499999967701655,1.6399999975035258
82,1.8499999967697667,1.639999997503524
83,1.8449999967697668,1.627999997503524
84,1.8449999967693718,1.6279999975288417
85,1.8399999967693719,1.6159999975288417
86,1.839999996768973,1.6159999975288435
87,1.8349999967689732,1.6039999975288435
88,1.8349999967685706,1.6039999975035257
89,1.8299999967685707,1.5919999975035257
90,1.8299999967681682,1.5919999975288435
91,1.8249999967681683,1.5799999975288435
92,1.8249999967677657,1.5799999975035257
93,1.8199999967677658,1.5679999975035257
94,1.819999996767367,1.567999997503524
95,1.8149999967673671,1.555999997503524
96,1.8149999967669608,1.5559999975035221
97,1.8099999967669609,1.5439999975035221
98,1.8099999967665583,1.5439999975288399
99,1.8049999967665584,1.5319999975288399
100,1.8049999967661445,1.5319999975288416
101,1.7999999967661446,1.5199999975288416
102,1.7999999967657345,1.5199999975035239
103,1.7949999967657346,1.5079999975035239
104,1.794999996765317,1.5079999975288416
105,1.789999996765317,1.4959999975288416
106,1.7899999967649334,1.4959999975288434
107,1.7849999967649335,1.4839999975288434
108,1.7849999967645498,1.4839999975288451
109,1.77999999676455,1.4719999975288451
110,1.7799999967641624,1.4719999975035274
111,1.7749999967641625,1.4599999975035274
112,1.7749999967637864,1.4599999975035256
113,1.7699999967637865,1.4479999975035256
114,1.7699999967633915,1.4479999975288433
115,1.7649999967633916,1.4359999975288433
116,1.7649999967629966,1.4359999975035256
117,1.7599999967629967,1.4239999975035256
118,1.7599999967626017,1.4239999975288433
119,1.7549999967626018,1.4119999975288433
120,1.7549999967621954,1.411999997528845
121,1.7499999967621955,1.399999997528845
122,1.7499999967616684,1.3999999975288469
123,1.7449999967616685,1.3879999975288468
124,1.7449999967612206,1.387999997503529
125,1.7399999967612207,1.375999997503529
126,1.739999996760803,1.3759999975288468
127,1.7349999967608032,1.3639999975288468
128,1.7349999967603817,1.3639999975288486
129,1.7299999967603819,1.3519999975288486
130,1.7299999967599982,1.3519999975288504
131,1.7249999967599983,1.3399999975288504
132,1.724999996759422,1.3399999975035326
133,1.7199999967594222,1.3279999975035326
134,1.7199999967590385,1.3279999975035308
135,1.7149999967590386,1.3159999975035308
136,1.7149999967586549,1.315999997503529
137,1.709999996758655,1.303999997503529
138,1.7099999967582675,1.3039999975288468
139,1.7049999967582676,1.2919999975288468
140,1.7049999967578764,1.2919999975288485
141,1.6999999967578765,1.2799999975288485
142,1.6999999967574853,1.2799999975288503
143,1.6949999967574854,1.2679999975288503
144,1.6949999967570866,1.267999997528852
145,1.6899999967570867,1.255999997528852
146,1.6899999967566879,1.2559999975288538
147,1.684999996756688,1.2439999975288538
148,1.6849999967562892,1.2439999975288556
149,1.6799999967562893,1.2319999975288556
150,1.6799999967558792,1.2319999975035378
151,1.6749999967558793,1.2199999975035378
152,1.6749999967554654,1.219999997503536
153,1.6699999967554655,1.207999997503536
154,1.6699999967550554,1.2079999975288538
155,1.6649999967550555,1.1959999975288538
156,1.664999996754634,1.1959999975288556
157,1.6599999967546342,1.1839999975288555
158,1.6599999967542618,1.1839999975035378
159,1.654999996754262,1.1719999975035378
160,1.654999996753882,1.1719999975288555
161,1.649999996753882,1.1599999975288555
162,1.6499999967534946,1.1599999975035378
163,1.6449999967534947,1.1479999975035378
164,1.6449999967531035,1.147999997503536
165,1.6399999967531036,1.135999997503536
166,1.6399999967527086,1.1359999975288537
167,1.6349999967527087,1.1239999975288537
168,1.6349999967523061,1.123999997503536
169,1.6299999967523062,1.111999997503536
170,1.6299999967519074,1.1119999975035342
171,1.6249999967519075,1.0999999975035342
172,1.624999996751505,1.099999997528852
173,1.619999996751505,1.087999997528852
174,1.6199999967510987,1.0879999975288537
175,1.6149999967510988,1.0759999975288537
176,1.6149999967506887,1.075999997503536
177,1.6099999967506888,1.063999997503536
178,1.609999996750275,1.0639999975035341
179,1.604999996750275,1.0519999975035341
180,1.604999996749865,1.0519999975288519
181,1.599999996749865,1.0399999975288519
182,1.5999999967494511,1.0399999975288536
183,1.5949999967494513,1.0279999975288536
184,1.5949999967490336,1.0279999975035359
185,1.5899999967490337,1.0159999975035359
186,1.589999996748616,1.0159999975288536
187,1.5849999967486161,1.0039999975288536
188,1.5849999967482287,1.0039999975035359
189,1.5799999967482288,0.9919999975035358
190,1.5799999967478375,0.9919999975035338
191,1.5749999967478376,0.9799999975035338
192,1.5749999967474464,0.9799999975035318
193,1.5699999967474465,0.9679999975035318
194,1.5699999967470477,0.9679999975035298
195,1.5649999967470478,0.9559999975035298
196,1.5649999967466452,0.9559999975288473
197,1.5599999967466454,0.9439999975288473
198,1.559999996746239,0.9439999975288493
199,1.5549999967462391,0.9319999975288493
200,1.554999996745829,0.9319999975035318
201,1.5499999967458291,0.9199999975035318
202,1.549999996745419,0.9199999975288493
203,1.544999996745419,0.9079999975288493
204,1.5449999967450354,0.9079999975288513
205,1.5399999967450355,0.8959999975288513
206,1.5399999967444669,0.8959999975035338
207,1.534999996744467,0.8839999975035338
208,1.5349999967440455,0.8839999975035318
209,1.5299999967440456,0.8719999975035317
210,1.529999996743662,0.8719999975035297
211,1.524999996743662,0.8599999975035297
212,1.5249999967430858,0.8599999975288473
213,1.519999996743086,0.8479999975288472
214,1.5199999967426985,0.8479999975035297
215,1.5099999967426985,0.8549999975035297
216,1.509999996742311,0.8549999975288473
217,1.499999996742311,0.8619999975288473
218,1.4999999967419197,0.8619999975288493
219,1.4899999967419197,0.8689999975288493
220,1.489999996741521,0.8689999975288513
221,1.479999996741521,0.8759999975288513
222,1.4799999967411221,0.8759999975288533
223,1.4699999967411221,0.8829999975288533
224,1.4699999967407196,0.8829999975035357
225,1.4599999967407196,0.8899999975035358
226,1.4599999967403094,0.8899999975288533
227,1.4499999967403094,0.8969999975288533
228,1.4499999967398993,0.8969999975035358
229,1.4399999967398993,0.9039999975035358
230,1.4399999967394779,0.9039999975035338
231,1.4299999967394779,0.9109999975035338
232,1.4299999967389054,0.9109999975035318
233,1.4199999967389054,0.9179999975035318
234,1.4199999967385217,0.9179999975035298
235,1.4099999967385217,0.9249999975035298
236,1.4099999967381305,0.9249999975035278
237,1.3999999967381305,0.9319999975035278
238,1.399999996737743,0.9319999975288453
239,1.389999996737743,0.9389999975288453
240,1.3899999967373442,0.9389999975288473
241,1.3799999967373442,0.9459999975288473
242,1.3799999967369454,0.9459999975288493
243,1.3699999967369454,0.9529999975288493
244,1.369999996736539,0.9529999975288513
245,1.359999996736539,0.9599999975288513
246,1.3599999967361327,0.9599999975288533
247,1.3499999967361327,0.9669999975288534
248,1.351641382157527,0.9655950438356973
249,1.341641382157527,0.9725950438356973
250,1.3445928666387053,0.9703746786649557
251,1.3345928666387052,0.9773746786649558
252,1.3393790376945722,0.9737066598460096
253,1.3293790376945722,0.9807066598460096
254,1.3341793590922777,0.9770039806829538
255,1.3241793590922777,0.9840039806829538
256,1.328866983468703,0.9802404825023733
257,1.318866983468703,0.9872404825023733
258,1.3235007475188367,0.9834684818982594
259,1.3135007475188367,0.9904684818982594
260,1.318104210299941,0.9866810582660877
261,1.308104210299941,0.9936810582660877
262,1.3127045903276486,0.9898690735503808
263,1.3027045903276486,0.9968690735503808
264,1.3073174194953578,0.993037393963255
265,1.2973174194953578,1.000037393963255
266,1.3019212432235663,0.9962322351294992
267,1.2919212432235663,1.003232235129499
268,1.296449733451633,0.9993652795310906
269,1.286449733451633,1.0063652795310905
270,1.2910134254920973,1.0025113364930185
271,1.2810134254920973,1.0095113364930184
272,1.285580685386987,1.0056179540941927
273,1.275580685386987,1.0126179540941926
274,1.2800682197871585,1.0086729061812776
275,1.2700682197871584,1.0156729061812775
276,1.2746126295136744,1.0116932049618819
277,1.2646126295136744,1.0186932049618818
278,1.269112349057628,1.0147119915704867
279,1.259112349057628,1.0217119915704866
280,1.263581505746441,1.0177267018515523
281,1.253581505746441,1.0247267018515522
282,1.257976313640936,1.0207407694721689
283,1.247976313640936,1.0277407694721687
284,1.2523370369977256,1.0237333809958
285,1.2423370369977256,1.0307333809958
286,1.246693850410528,1.0266823309086994
287,1.236693850410528,1.0336823309086993
288,1.2409775068196933,1.0296237166230278
289,1.2309775068196933,1.0366237166230277
290,1.2352406489809857,1.032527044785977
291,1.2252406489809857,1.0395270447859768
292,1.2294065163978802,1.0354297923687923
293,1.2194065163978802,1.0424297923687922
294,1.223623825357133,1.0382387885758162
295,1.213623825357133,1.045238788575816
